,SKU ID,Min Pd,Product ID,Zenni B2B,USD Price,Cad Price,Frame Type,Material,Frame Rim,Frame Shape,Frame Gender,SKU Color,SKU Display Color,Frame Width,Adult Frame Size,Kids Frame Size,Weight,Lens Width,Product Display Name,Is for Kids,Rush Processing Available,SKU Status,Product Type,Joint Max,Joint Min,Max Sph,Min Sph,Max Cyl,Min Cyl,Max Pd,Min Pd,Pd Reader,Temple Length,Bridge,Lens Height,Readers Available,Progressive Available,Image URL,Feature List,Product List,Friendly Name
1857,3228419,63,32284,,35.95,47.95,standardframetype,Stainless Steel,FullRim,Cat-Eye,Women_s,Pink,Pink,126,Med,,22,52,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,63,62,140,16,43,0,1,https://static.zennioptical.com/production/products/general/32/28/3228419-eyeglasses-front-view.jpg,"ft02,ft04",gt33,womens-stainless-steel-cat-eye-eyeglass-frames-3228419
1858,3228424,63,32284,,35.95,47.95,standardframetype,Stainless Steel,FullRim,Cat-Eye,Women_s,Green,Green,126,Med,,22,52,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,63,62,140,16,43,0,1,https://static.zennioptical.com/production/products/general/32/28/3228424-eyeglasses-front-view.jpg,"ft02,ft04",gt33,womens-stainless-steel-cat-eye-eyeglass-frames-3228424
1859,3228512,66,32285,,35.95,47.95,standardframetype,Stainless Steel,FullRim,Aviator,Men_s,Gray,Gray/Red,136,Large,,15,55,Aviator Glasses,0,0,non-retired,configurable prescription frame,4,-11,4,-10,4,-4,77,66,68,145,19,47,0,1,https://static.zennioptical.com/production/products/general/32/28/3228512-eyeglasses-front-view.jpg,ft04,"gt44,gt35,gt49,gt29",mens-stainless-steel-aviator-eyeglass-frames-3228512
1860,3228514,66,32285,,35.95,47.95,standardframetype,Stainless Steel,FullRim,Aviator,Men_s,Gold,Gold/Green,136,Large,,15,55,Aviator Glasses,0,0,non-retired,configurable prescription frame,4,-11,4,-10,4,-4,77,66,68,145,19,47,0,1,https://static.zennioptical.com/production/products/general/32/28/3228514-eyeglasses-front-view.jpg,ft04,"gt44,gt35,gt49,gt29",mens-stainless-steel-aviator-eyeglass-frames-3228514
1861,3228521,66,32285,,35.95,47.95,standardframetype,Stainless Steel,FullRim,Aviator,Men_s,Black,Black/Blue,136,Large,,15,55,Aviator Glasses,0,0,non-retired,configurable prescription frame,4,-11,4,-10,4,-4,77,66,68,145,19,47,0,1,https://static.zennioptical.com/production/products/general/32/28/3228521-eyeglasses-front-view.jpg,ft04,"gt44,gt35,gt49,gt29",mens-stainless-steel-aviator-eyeglass-frames-3228521
1862,3228629,64,32286,,35.95,47.95,standardframetype,Stainless Steel,FullRim,Cat-Eye,Women_s,Multicolor,Multicolor,127,Med,,12,52,Cat Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,64,64,140,18,42,0,1,https://static.zennioptical.com/production/products/general/32/28/3228629-eyeglasses-front-view.jpg,"ft03,ft04","gt35,gt31,gt49,gt33",womens-stainless-steel-cat-eye-eyeglass-frames-3228629
1863,3228721,60,32287,,32.95,43.95,standardframetype,Stainless Steel,FullRim,Square,Unisex,Black,Black,131,Med,,13,52,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,60,64,143,18,46,0,1,https://static.zennioptical.com/production/products/general/32/28/3228721-eyeglasses-front-view.jpg,"ft03,ft04","gt35,gt33",stainless-steel-square-eyeglass-frames-3228721
1864,3228724,60,32287,,32.95,43.95,standardframetype,Stainless Steel,FullRim,Square,Unisex,Green,Green,131,Med,,13,52,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,60,64,143,18,46,0,1,https://static.zennioptical.com/production/products/general/32/28/3228724-eyeglasses-front-view.jpg,"ft03,ft04","gt35,gt33",stainless-steel-square-eyeglass-frames-3228724
1865,3228812,51,32288,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Rectangle,Unisex,Gray,Gray,130,Med,,13,49,Lands End,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,70,51,61,140,18,35,1,1,https://static.zennioptical.com/production/products/general/32/28/3228812-eyeglasses-front-view.jpg,"ft02,ft03,ft04","gt36,gt31,gt33",stainless-steel-rectangle-eyeglass-frames-3228812
1866,3228816,51,32288,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Rectangle,Unisex,Blue,Blue,130,Med,,13,49,Lands End,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,70,51,61,140,18,35,1,1,https://static.zennioptical.com/production/products/general/32/28/3228816-eyeglasses-front-view.jpg,"ft02,ft03,ft04","gt36,gt31,gt33",stainless-steel-rectangle-eyeglass-frames-3228816
1867,3228818,51,32288,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Rectangle,Unisex,Red,Red,130,Med,,13,49,Lands End,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,70,51,61,140,18,35,1,1,https://static.zennioptical.com/production/products/general/32/28/3228818-eyeglasses-front-view.jpg,"ft02,ft03,ft04","gt36,gt31,gt33",stainless-steel-rectangle-eyeglass-frames-3228818
1868,3228916,66,32289,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Aviator,Unisex,Blue,Blue,140,Large,,16,57,Aviator Glasses,0,0,non-retired,configurable prescription frame,4,-24,4,-20,4,-4,77,66,68,140,17,42,0,1,https://static.zennioptical.com/production/products/general/32/28/3228916-eyeglasses-front-view.jpg,"ft02,ft04","gt44,gt35",stainless-steel-aviator-eyeglass-frames-3228916
1869,3228918,66,32289,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Aviator,Unisex,Red,Red,140,Large,,16,57,Aviator Glasses,0,0,non-retired,configurable prescription frame,4,-24,4,-20,4,-4,77,66,68,140,17,42,0,1,https://static.zennioptical.com/production/products/general/32/28/3228918-eyeglasses-front-view.jpg,"ft02,ft04","gt44,gt35",stainless-steel-aviator-eyeglass-frames-3228918
1870,3228924,66,32289,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Aviator,Unisex,Green,Green,140,Large,,16,57,Aviator Glasses,0,0,non-retired,configurable prescription frame,4,-24,4,-20,4,-4,77,66,68,140,17,42,0,1,https://static.zennioptical.com/production/products/general/32/28/3228924-eyeglasses-front-view.jpg,"ft02,ft04","gt44,gt35",stainless-steel-aviator-eyeglass-frames-3228924
1871,3229021,59,32290,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Aviator,Men_s,Black,Black,138,Large,,16,53,Aviator Glasses,0,0,non-retired,configurable prescription frame,4,-24,4,-20,4,-4,76,59,67,143,20,37,1,1,https://static.zennioptical.com/production/products/general/32/29/3229021-eyeglasses-front-view.jpg,"ft02,ft04","gt53,gt44,gt35",mens-stainless-steel-aviator-eyeglass-frames-3229021
1872,3229024,59,32290,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Aviator,Men_s,Green,Green,138,Large,,16,53,Aviator Glasses,0,0,non-retired,configurable prescription frame,4,-24,4,-20,4,-4,76,59,67,143,20,37,1,1,https://static.zennioptical.com/production/products/general/32/29/3229024-eyeglasses-front-view.jpg,"ft02,ft04","gt53,gt44,gt35",mens-stainless-steel-aviator-eyeglass-frames-3229024
1873,3229118,53,32291,,29.95,39.95,standardframetype,Stainless Steel,HalfRim,Oval,Women_s,Red,Red,126,Med,,10,51,Half-Rim Glasses,0,0,non-retired,configurable prescription frame,9,-16,9,-16,6,-6,72,53,63,140,18,33,0,1,https://static.zennioptical.com/production/products/general/32/29/3229118-eyeglasses-front-view.jpg,"ft03,ft04","gt32,gt34",womens-halfrim-stainless-steel-oval-eyeglass-frames-3229118
1874,3229119,53,32291,,29.95,39.95,standardframetype,Stainless Steel,HalfRim,Oval,Women_s,Pink,Pink,126,Med,,10,51,Half-Rim Glasses,0,0,non-retired,configurable prescription frame,9,-16,9,-16,6,-6,72,53,63,140,18,33,0,1,https://static.zennioptical.com/production/products/general/32/29/3229119-eyeglasses-front-view.jpg,"ft03,ft04","gt32,gt34",womens-halfrim-stainless-steel-oval-eyeglass-frames-3229119
1875,3229218,60,32292,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Aviator,Men_s,Red,Red,140,Large,,17,54,Aviator Glasses,0,0,non-retired,configurable prescription frame,4,-24,4,-20,4,-4,75,60,66,140,18,44,1,1,https://static.zennioptical.com/production/products/general/32/29/3229218-eyeglasses-front-view.jpg,"ft02,ft04","gt44,gt33",mens-stainless-steel-aviator-eyeglass-frames-3229218
1876,3229221,60,32292,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Aviator,Men_s,Black,Black,140,Large,,17,54,Aviator Glasses,0,0,non-retired,configurable prescription frame,4,-24,4,-20,4,-4,75,60,66,140,18,44,1,1,https://static.zennioptical.com/production/products/general/32/29/3229221-eyeglasses-front-view.jpg,"ft02,ft04","gt44,gt33",mens-stainless-steel-aviator-eyeglass-frames-3229221
1877,3229224,60,32292,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Aviator,Men_s,Green,Green,140,Large,,17,54,Aviator Glasses,0,0,non-retired,configurable prescription frame,4,-24,4,-20,4,-4,75,60,66,140,18,44,1,1,https://static.zennioptical.com/production/products/general/32/29/3229224-eyeglasses-front-view.jpg,"ft02,ft04","gt44,gt33",mens-stainless-steel-aviator-eyeglass-frames-3229224
1878,3229316,48,32293,,23.95,31.95,standardframetype,Stainless Steel,FullRim,Browline,Girl_s,Blue,Blue,122,,Large,17,47,Browline Glasses,1,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,65,48,59,135,18,40,1,1,https://static.zennioptical.com/production/products/general/32/29/3229316-eyeglasses-front-view.jpg,"ft02,ft04,5900001","gt41,gt36,gt31,gt33,gt34,gt08,gt04,gt10",girls-stainless-steel-browline-eyeglass-frames-3229316
1879,3229317,48,32293,,23.95,31.95,standardframetype,Stainless Steel,FullRim,Browline,Girl_s,Purple,Purple,122,,Large,17,47,Browline Glasses,1,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,65,48,59,135,18,40,1,1,https://static.zennioptical.com/production/products/general/32/29/3229317-eyeglasses-front-view.jpg,"ft02,ft04,5900001","gt41,gt36,gt31,gt33,gt34,gt08,gt04,gt10",girls-stainless-steel-browline-eyeglass-frames-3229317
1880,3229321,48,32293,,23.95,31.95,standardframetype,Stainless Steel,FullRim,Browline,Girl_s,Black,Black,122,,Large,17,47,Browline Glasses,1,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,65,48,59,135,18,40,1,1,https://static.zennioptical.com/production/products/general/32/29/3229321-eyeglasses-front-view.jpg,"ft02,ft04,5900001","gt41,gt36,gt31,gt33,gt34,gt08,gt04,gt10",girls-stainless-steel-browline-eyeglass-frames-3229321
1881,3229414,51,32294,,32.95,43.95,standardframetype,Stainless Steel,Rimless,Round,Unisex,Gold,Gold,136,Large,,17,50,Rimless Glasses,0,0,non-retired,configurable prescription frame,4,-7,4,-7,3,-3,71,51,62,143,18,50,0,1,https://static.zennioptical.com/production/products/general/32/29/3229414-eyeglasses-front-view.jpg,"ft02,ft04",gt53,rimless-stainless-steel-round-eyeglass-frames-3229414
1882,3229415,51,32294,,32.95,43.95,standardframetype,Stainless Steel,Rimless,Round,Unisex,Brown,Copper,136,Large,,17,50,Rimless Glasses,0,0,non-retired,configurable prescription frame,4,-7,4,-7,3,-3,71,51,62,143,18,50,0,1,https://static.zennioptical.com/production/products/general/32/29/3229415-eyeglasses-front-view.jpg,"ft02,ft04",gt53,rimless-stainless-steel-round-eyeglass-frames-3229415
1883,3229514,57,32295,,32.95,43.95,standardframetype,Stainless Steel,FullRim,Geometric,Women_s,Rose Gold,Rose Gold,130,Med,,10,51,Geometric Glasses,0,0,non-retired,configurable prescription frame,5,-5,5,-5,4,-4,74,57,65,147,20,45,1,1,https://static.zennioptical.com/production/products/general/32/29/3229514-eyeglasses-front-view.jpg,"ft03,ft04","gt52,gt31,gt53,gt33",womens-stainless-steel-geometric-eyeglass-frames-3229514
1884,3229529,57,32295,,32.95,43.95,standardframetype,Stainless Steel,FullRim,Geometric,Women_s,Multicolor,Multicolor,130,Med,,10,51,Geometric Glasses,0,0,non-retired,configurable prescription frame,5,-5,5,-5,4,-4,74,57,65,147,20,45,1,1,https://static.zennioptical.com/production/products/general/32/29/3229529-eyeglasses-front-view.jpg,"ft03,ft04","gt52,gt31,gt53,gt33",womens-stainless-steel-geometric-eyeglass-frames-3229529
1885,3229614,53,32296,,32.95,43.95,standardframetype,Stainless Steel,FullRim,Square,Women_s,Rose Gold,Rose Gold,125,Small,,10,50,Square Glasses,0,0,non-retired,configurable prescription frame,5,-5,5,-5,4,-4,71,53,62,147,18,42,1,1,https://static.zennioptical.com/production/products/general/32/29/3229614-eyeglasses-front-view.jpg,"ft03,ft04","gt35,gt33,gt31",womens-stainless-steel-square-eyeglass-frames-3229614
1886,3229629,53,32296,,32.95,43.95,standardframetype,Stainless Steel,FullRim,Square,Women_s,Multicolor,Multicolor,125,Small,,10,50,Square Glasses,0,0,non-retired,configurable prescription frame,5,-5,5,-5,4,-4,71,53,62,147,18,42,1,1,https://static.zennioptical.com/production/products/general/32/29/3229629-eyeglasses-front-view.jpg,"ft03,ft04","gt35,gt33,gt31",womens-stainless-steel-square-eyeglass-frames-3229629
1887,3229716,51,32297,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,Blue,Blue,127,Med,,13,49,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,70,51,61,142,18,47,1,1,https://static.zennioptical.com/production/products/general/32/29/3229716-eyeglasses-front-view.jpg,"ft02,ft03,ft04","gt33,gt32,gt34,gt35",stainless-steel-round-eyeglass-frames-3229716
1888,3229717,51,32297,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,Purple,Purple,127,Med,,13,49,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,70,51,61,142,18,47,1,1,https://static.zennioptical.com/production/products/general/32/29/3229717-eyeglasses-front-view.jpg,"ft02,ft03,ft04","gt33,gt32,gt34,gt35",stainless-steel-round-eyeglass-frames-3229717
1889,3229730,51,32297,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,White,White,127,Med,,13,49,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,70,51,61,142,18,47,1,1,https://static.zennioptical.com/production/products/general/32/29/3229730-eyeglasses-front-view.jpg,"ft02,ft03,ft04","gt33,gt32,gt34,gt35",stainless-steel-round-eyeglass-frames-3229730
1890,3229916,58,32299,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Browline,Women_s,Blue,Blue,131,Med,,16,52,Browline Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,58,64,140,18,42,1,1,https://static.zennioptical.com/production/products/general/32/29/3229916-eyeglasses-front-view.jpg,"ft02,ft04","gt31,gt36,gt44,gt34,gt33",womens-stainless-steel-browline-eyeglass-frames-3229916
1891,3230016,49,32300,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Browline,Girl_s,Blue,Blue,122,,Large,15,48,Kids' Browline Glasses,1,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,66,49,60,135,18,38,1,1,https://static.zennioptical.com/production/products/general/32/30/3230016-eyeglasses-front-view.jpg,"ft02,ft04","gt31,gt34,gt44,gt06,gt10,gt36,gt33,gt04",girls-stainless-steel-browline-eyeglass-frames-3230016
1892,3230216,51,32302,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,Blue,Blue,123,Small,,15,48,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,70,51,61,139,19,42,1,1,https://static.zennioptical.com/production/products/general/32/30/3230216-eyeglasses-front-view.jpg,ft04,"gt32,gt44",stainless-steel-round-eyeglass-frames-3230216
1893,3230219,51,32302,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,Rose Gold,Rose Gold,123,Small,,15,48,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,70,51,61,139,19,42,1,1,https://static.zennioptical.com/production/products/general/32/30/3230219-eyeglasses-front-view.jpg,ft04,"gt32,gt44",stainless-steel-round-eyeglass-frames-3230219
1894,3230221,51,32302,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,Black,Black,123,Small,,15,48,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,70,51,61,139,19,42,1,1,https://static.zennioptical.com/production/products/general/32/30/3230221-eyeglasses-front-view.jpg,ft04,"gt32,gt44",stainless-steel-round-eyeglass-frames-3230221
1895,3230311,58,32303,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,Silver,Silver,129,Med,,16,52,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,58,65,142,19,46,1,1,https://static.zennioptical.com/production/products/general/32/30/3230311-eyeglasses-front-view.jpg,ft04,"gt53,gt44,gt32",stainless-steel-round-eyeglass-frames-3230311
1896,3230312,58,32303,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,Gray,Gray,129,Med,,16,52,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,58,65,142,19,46,1,1,https://static.zennioptical.com/production/products/general/32/30/3230312-eyeglasses-front-view.jpg,ft04,"gt53,gt44,gt32",stainless-steel-round-eyeglass-frames-3230312
1897,3230314,58,32303,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,Gold,Gold,129,Med,,16,52,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,58,65,142,19,46,1,1,https://static.zennioptical.com/production/products/general/32/30/3230314-eyeglasses-front-view.jpg,ft04,"gt53,gt44,gt32",stainless-steel-round-eyeglass-frames-3230314
1898,3230315,58,32303,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,Brown,Bronze,129,Med,,16,52,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,58,65,142,19,46,1,1,https://static.zennioptical.com/production/products/general/32/30/3230315-eyeglasses-front-view.jpg,ft04,"gt53,gt44,gt32",stainless-steel-round-eyeglass-frames-3230315
1899,3230419,50,32304,,35.95,47.95,standardframetype,Stainless Steel,FullRim,Round,Women_s,Pink,Pink,127,Med,,15,49,Round Glasses,0,0,non-retired,configurable prescription frame,12,-8,12,-8,6,-6,70,50,61,145,18,44,1,1,https://static.zennioptical.com/production/products/general/32/30/3230419-eyeglasses-front-view.jpg,"ft02,ft04","gt32,gt33,gt35,gt34",womens-stainless-steel-round-eyeglass-frames-3230419
1900,3230717,60,32307,,23.95,31.95,standardframetype,Stainless Steel,FullRim,Square,Women_s,Purple,Purple,130,Med,,15,52,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,60,64,143,18,45,0,1,https://static.zennioptical.com/production/products/general/32/30/3230717-eyeglasses-front-view.jpg,ft04,"gt44,gt35,gt33",womens-stainless-steel-square-eyeglass-frames-3230717
1901,3230719,60,32307,,23.95,31.95,standardframetype,Stainless Steel,FullRim,Square,Women_s,Rose Gold,Rose Gold,130,Med,,15,52,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,60,64,143,18,45,0,1,https://static.zennioptical.com/production/products/general/32/30/3230719-eyeglasses-front-view.jpg,ft04,"gt44,gt35,gt33",womens-stainless-steel-square-eyeglass-frames-3230719
1902,3230721,60,32307,,23.95,31.95,standardframetype,Stainless Steel,FullRim,Square,Women_s,Black,Black,130,Med,,15,52,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,60,64,143,18,45,0,1,https://static.zennioptical.com/production/products/general/32/30/3230721-eyeglasses-front-view.jpg,ft04,"gt44,gt35,gt33",womens-stainless-steel-square-eyeglass-frames-3230721
1903,3231116,59,32311,,32.95,43.95,standardframetype,Stainless Steel,FullRim,Geometric,Unisex,Blue,Blue,129,Med,,16,50,Geometric Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,59,66,140,22,45,1,1,https://static.zennioptical.com/production/products/general/32/31/3231116-eyeglasses-front-view.jpg,ft04,"gt33,gt31,gt36,gt34,gt44",stainless-steel-geometric-eyeglass-frames-3231116
1904,323112,52,3231,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,Gray,,128,Med,,21,49,Round Glasses,0,0,non-retired,configurable prescription frame,5,-11,5,-10,6,-6,72,52,63,140,20,40,1,1,https://static.zennioptical.com/production/products/general/32/31/323112-eyeglasses-front-view.jpg,"ft02,ft04","gt44,gt33,gt20,gt32,gt40,gt34,gt38,gt35",stainless-steel-round-eyeglass-frames-323112
1905,3231121,59,32311,,32.95,43.95,standardframetype,Stainless Steel,FullRim,Geometric,Unisex,Black,Black,129,Med,,16,50,Geometric Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,59,66,140,22,45,1,1,https://static.zennioptical.com/production/products/general/32/31/3231121-eyeglasses-front-view.jpg,ft04,"gt33,gt31,gt36,gt34,gt44",stainless-steel-geometric-eyeglass-frames-3231121
1910,3233614,54,32336,,29.95,39.95,standardframetype,Stainless Steel,HalfRim,Geometric,Unisex,Gold,Gold,129,Med,,12,49,Geometric Glasses,0,0,non-retired,configurable prescription frame,9,-16,9,-16,6,-6,73,54,63,142,21,45,0,1,https://static.zennioptical.com/production/products/general/32/33/3233614-eyeglasses-front-view.jpg,"ft03,ft04","gt44,gt53,gt33,gt31",halfrim-stainless-steel-geometric-eyeglass-frames-3233614
1911,3233616,54,32336,,29.95,39.95,standardframetype,Stainless Steel,HalfRim,Geometric,Unisex,Blue,Blue,129,Med,,12,49,Geometric Glasses,0,0,non-retired,configurable prescription frame,9,-16,9,-16,6,-6,73,54,63,142,21,45,0,1,https://static.zennioptical.com/production/products/general/32/33/3233616-eyeglasses-front-view.jpg,"ft03,ft04","gt44,gt53,gt33,gt31",halfrim-stainless-steel-geometric-eyeglass-frames-3233616
1912,3233621,54,32336,,29.95,39.95,standardframetype,Stainless Steel,HalfRim,Geometric,Unisex,Black,Black,129,Med,,12,49,Geometric Glasses,0,0,non-retired,configurable prescription frame,9,-16,9,-16,6,-6,73,54,63,142,21,45,0,1,https://static.zennioptical.com/production/products/general/32/33/3233621-eyeglasses-front-view.jpg,"ft03,ft04","gt44,gt53,gt33,gt31",halfrim-stainless-steel-geometric-eyeglass-frames-3233621
1913,3234011,59,32340,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Square,Unisex,Silver,Silver,130,Med,,15,51,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,59,66,142,20,45,1,1,https://static.zennioptical.com/production/products/general/32/34/3234011-eyeglasses-front-view.jpg,ft04,"gt33,gt35,gt44,gt53",stainless-steel-square-eyeglass-frames-3234011
1914,3234014,59,32340,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Square,Unisex,Gold,Gold,130,Med,,15,51,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,59,66,142,20,45,1,1,https://static.zennioptical.com/production/products/general/32/34/3234014-eyeglasses-front-view.jpg,ft04,"gt33,gt35,gt44,gt53",stainless-steel-square-eyeglass-frames-3234014
1915,3234021,59,32340,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Square,Unisex,Black,Black,130,Med,,15,51,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,59,66,142,20,45,1,1,https://static.zennioptical.com/production/products/general/32/34/3234021-eyeglasses-front-view.jpg,ft04,"gt33,gt35,gt44,gt53",stainless-steel-square-eyeglass-frames-3234021
1927,3234514,52,32345,,35.95,47.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,Rose Gold,Rose Gold,127,Med,,12,48,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,52,63,146,21,44,1,1,https://static.zennioptical.com/production/products/general/32/34/3234514-eyeglasses-front-view.jpg,"ft03,ft04","gt16,gt15,gt33,gt31,gt34,gt36",stainless-steel-round-eyeglass-frames-3234514
1928,3234521,52,32345,,35.95,47.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,Black,Black,127,Med,,12,48,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,52,63,146,21,44,1,1,https://static.zennioptical.com/production/products/general/32/34/3234521-eyeglasses-front-view.jpg,"ft03,ft04","gt16,gt15,gt33,gt31,gt34,gt36",stainless-steel-round-eyeglass-frames-3234521
1929,3234617,62,32346,,39.95,53.95,standardframetype,Stainless Steel,FullRim,Cat-Eye,Women_s,Purple,Purple,129,Med,,15,52,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,62,64,144,18,42,0,1,https://static.zennioptical.com/production/products/general/32/34/3234617-eyeglasses-front-view.jpg,ft04,"gt15,gt33,gt35,gt44,gt32,gt31",womens-stainless-steel-cat-eye-eyeglass-frames-3234617
1930,3234621,62,32346,,39.95,53.95,standardframetype,Stainless Steel,FullRim,Cat-Eye,Women_s,Black,Black,129,Med,,15,52,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,62,64,144,18,42,0,1,https://static.zennioptical.com/production/products/general/32/34/3234621-eyeglasses-front-view.jpg,ft04,"gt15,gt33,gt35,gt44,gt32,gt31",womens-stainless-steel-cat-eye-eyeglass-frames-3234621
1931,3234716,58,32347,,39.95,53.95,standardframetype,Stainless Steel,FullRim,Browline,Men_s,Blue,Blue,128,Med,,14,52,Browline Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,58,64,149,18,36,1,1,https://static.zennioptical.com/production/products/general/32/34/3234716-eyeglasses-front-view.jpg,ft04,"gt31,gt15,gt34,gt36,gt33",mens-stainless-steel-browline-eyeglass-frames-3234716
1932,3234721,58,32347,,39.95,53.95,standardframetype,Stainless Steel,FullRim,Browline,Men_s,Black,Black,128,Med,,14,52,Browline Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,58,64,149,18,36,1,1,https://static.zennioptical.com/production/products/general/32/34/3234721-eyeglasses-front-view.jpg,ft04,"gt31,gt15,gt34,gt36,gt33",mens-stainless-steel-browline-eyeglass-frames-3234721
1933,3234829,51,32348,,32.95,43.95,standardframetype,Stainless Steel,FullRim,Geometric,Unisex,Multicolor,Iridescent,129,Med,,16,48,Geometric Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,51,62,144,20,47,1,1,https://static.zennioptical.com/production/products/general/32/34/3234829-eyeglasses-front-view.jpg,"ft02,ft04","gt33,gt34,gt36,gt52,gt16,gt14,gt31",stainless-steel-geometric-eyeglass-frames-3234829
1934,3235111,54,32351,,23.95,31.95,standardframetype,Stainless Steel,FullRim,Geometric,Unisex,Silver,Silver,131,Med,,13,50,Geometric Glasses,0,0,non-retired,configurable prescription frame,12,-8,12,-8,6,-6,70,54,63,148,17,46,1,1,https://static.zennioptical.com/production/products/general/32/35/3235111-eyeglasses-front-view.jpg,"ft03,ft04","gt34,gt31,gt36,gt44,gt33",stainless-steel-geometric-eyeglass-frames-3235111
1935,3235114,54,32351,,23.95,31.95,standardframetype,Stainless Steel,FullRim,Geometric,Unisex,Rose Gold,Rose Gold,131,Med,,13,50,Geometric Glasses,0,0,non-retired,configurable prescription frame,12,-8,12,-8,6,-6,70,54,63,148,17,46,1,1,https://static.zennioptical.com/production/products/general/32/35/3235114-eyeglasses-front-view.jpg,"ft03,ft04","gt34,gt31,gt36,gt44,gt33",stainless-steel-geometric-eyeglass-frames-3235114
